,id,baseMean,log2FoldChange,lfcSE,pvalue,padj
0,ERCC-00002,167917.34272921758,0.8073156230420813,0.047609336410592826,9.65017601024286e-65,1.1028772583134697e-63
1,ERCC-00003,7902.634072895286,0.5199439598718313,0.05882299285353111,7.912104374755797e-19,4.8689873075420294e-18
2,ERCC-00004,10567.0482283563,-2.3280373290086076,0.055783455280883916,0.0,0.0
3,ERCC-00009,4672.573042804817,-0.19459359019540592,0.06146631079944271,0.0014917356987453462,0.003616328966655385
4,ERCC-00012,0.3842565985193673,-0.052325850953516245,0.820696381775875,0.6989236503935748,
5,ERCC-00013,4.643217804564441,0.5387313238869306,0.901585643468604,0.16072495782269303,0.2624080944043968
6,ERCC-00014,57.19298800191753,0.725927977554576,0.3647409708220398,0.026622803609679998,0.05756281861552432
7,ERCC-00016,1.3595241375719387,0.024258803772037436,0.7854774211716894,0.8926097174338663,0.9273867194118091
8,ERCC-00017,0.17198594620066784,-0.04815941001941458,0.8200579070239989,0.7684154749731151,
9,ERCC-00019,71.21135909484755,-2.1570486945211296,0.37887349858340197,1.2841325836304348e-09,5.4068740363386725e-09
10,ERCC-00022,1019.0518457429883,0.7972684480778203,0.1031735285254414,6.222570763581955e-15,3.3187044072437093e-14
11,ERCC-00024,0.864736311167424,0.14460383292942533,0.8192270036286821,0.5431810461558191,
12,ERCC-00025,663.9613941426951,-0.049931844587410415,0.11516720957450712,0.6620926787605992,0.8063803316910311
13,ERCC-00028,11.12893969899139,-0.7136660998185559,0.7351508262995529,0.1331375480660398,0.2266171030911316
14,ERCC-00031,11.298003329964887,-0.4286966500205986,0.6490711083404606,0.3200365839435631,0.5020181708918637
15,ERCC-00033,22.549739040662047,-2.7956675865666982,0.7509049989168091,1.105747329357517e-05,3.15927808387862e-05
16,ERCC-00034,77.49485335836485,0.04875629976844427,0.2989033163248892,0.8628562157775523,0.9143027879768679
17,ERCC-00035,561.6191455331963,-0.05819254897121306,0.12455094215540603,0.6356256674827292,0.8063803316910311
18,ERCC-00039,20.059092522000185,-0.11691025450256422,0.5206267646732807,0.7638605502423466,0.8785135860007914
19,ERCC-00040,2.7602442995422165,0.460334676614459,0.9250261180601891,0.148119743177502,0.24686623862917004
20,ERCC-00041,0.5454877659166001,-0.04223438676771098,0.8170096989653439,0.726160146778033,
21,ERCC-00042,2083.3850466183876,-0.30344653223225737,0.0753423035530706,5.1095356644441537e-05,0.00013625428438517742
22,ERCC-00043,5508.321114124564,0.49067572254161784,0.05465371962104227,2.4939959638025144e-19,1.662663975868343e-18
23,ERCC-00044,807.943387248124,0.4372286801490563,0.11132328663914011,7.281873059260782e-05,0.00018791930475511696
24,ERCC-00046,16809.72334417944,0.5190236511688764,0.04904745330244685,3.731121933193916e-26,2.7135432241410297e-25
25,ERCC-00048,0.48273039147639296,0.03182146559617773,0.8152450614366885,0.8654983913778235,
26,ERCC-00051,48.453875857121496,-0.6867241531947595,0.3911975965419083,0.04602151517409221,0.09440310804941991
27,ERCC-00053,158.40649336381222,-0.48391669827992917,0.2214164491662148,0.0227442532750019,0.05054278505555978
28,ERCC-00054,13.827927162038065,-0.028232569590087804,0.5587259268184543,0.943012495425133,0.954949362455831
29,ERCC-00057,1.2503728207249285,-0.060814602586272415,0.8139208781705117,0.7626774045047191,0.8785135860007914
30,ERCC-00058,12.86890002028458,0.18540613781937426,0.5880804749231389,0.6520006410014832,0.8063803316910311
31,ERCC-00059,66.57859840143468,1.0601662819990387,0.37067754857503277,0.0014719257685183904,0.003616328966655385
32,ERCC-00060,993.9845364103771,-0.4542735484072598,0.10842937742762312,2.276121750117023e-05,6.27895655204696e-05
33,ERCC-00061,0.3276857152813822,0.049389572257441026,0.8197402165795571,0.7646306751955301,
34,ERCC-00062,251.48305410736612,-2.5945472551668654,0.20033720558450435,2.5955251684048905e-39,2.5955251684048905e-38
35,ERCC-00067,7.818442040850885,-0.10856123027128059,0.6369022455909863,0.7853101792773207,0.8785135860007914
36,ERCC-00069,17.539107066553512,0.398172648904642,0.5586272458779499,0.3436950840344194,0.5287616677452607
37,ERCC-00071,250.5832455708604,0.2757805625228543,0.18454082767862012,0.12546351739529812,0.21819742155704022
38,ERCC-00073,4.49476650872639,-0.26167172072544204,0.7329681120261693,0.4959331126145834,0.672451678121469
39,ERCC-00074,51948.03259620546,0.28699123369184637,0.04242634333552098,1.9320255312252115e-11,8.586780138778718e-11
40,ERCC-00075,0.0,,,,
41,ERCC-00076,754.4873263986053,0.5336617040139296,0.11329617355352095,1.9311813931538877e-06,5.9420965943196545e-06
42,ERCC-00077,9.965814967638737,0.10881650715974792,0.61812715319782,0.7906622274007122,0.8785135860007914
43,ERCC-00078,301.3025679331693,0.7534050531611964,0.1720605028027579,8.177687151832591e-06,2.4230184153578048e-05
44,ERCC-00079,327.6750215361432,0.788723635140992,0.1629052894622163,7.272408058059073e-07,2.4241360193530244e-06
45,ERCC-00081,0.5829260224023101,-0.05063780882440745,0.8127038011660626,0.7676530782178238,
46,ERCC-00083,0.0,,,,
47,ERCC-00084,245.73135425959856,0.39903610726615035,0.1913012644766228,0.03128871191534418,0.06587097245335616
48,ERCC-00085,18.223624456283837,-0.7089764647768094,0.6086144055054907,0.11439041658287805,0.2033607405917832
49,ERCC-00086,1.6150055820758147,0.09439812014636838,0.7818600930316513,0.731374013649221,0.8732824043572788
50,ERCC-00092,1112.5564904798189,-2.1781212382397492,0.09743237716314036,1.3105135430099826e-111,1.7473513906799768e-110
51,ERCC-00095,215.80035247452244,-2.3778018154298826,0.21003223165939852,1.244370976013124e-30,9.954967808104992e-30
52,ERCC-00096,98292.4586138754,-0.10690580351813518,0.045673740890993714,0.018984735323473837,0.04339368073936877
53,ERCC-00097,2.284109669944157,-0.20200422997917253,0.7870670433600157,0.481129096633287,0.6636263401838443
54,ERCC-00098,1.073446020670278,0.02094079566688838,0.8150269962828955,0.9170529718062508,0.9405671505705135
55,ERCC-00099,146.4263178604726,0.20160529040502767,0.2270855586966466,0.35615464130780883,0.5375919114080133
56,ERCC-00104,2.089134921052152,-0.10735835551810476,0.7762572455554808,0.6652637736451006,0.8063803316910311
57,ERCC-00108,3225.175778060937,-2.1333518366128197,0.07208057209760992,9.910912662768904e-194,1.5857460260430247e-192
58,ERCC-00109,1.9290876874000673,-0.1291802717118454,0.7801517483137326,0.6449294826845249,0.8063803316910311
59,ERCC-00111,2309.381947643178,0.4077560515070311,0.07263704645386422,1.7323936973549692e-08,6.599595037542739e-08
60,ERCC-00112,1131.312136520723,0.7981730621534469,0.10557086007481337,2.1270318529313882e-14,1.063515926465694e-13
61,ERCC-00113,23725.383982513416,0.3873989444899936,0.04705571935773751,2.899066886198152e-16,1.6566096492560868e-15
62,ERCC-00116,4012.15430308352,-2.1406535147229686,0.066134676915821,6.739404255523897e-231,1.3478808511047793e-229
63,ERCC-00117,0.4096374200769555,0.08113135162366132,0.8221027037913204,0.6649752656618314,
64,ERCC-00120,1.0587630373557797,0.17747798175426824,0.8253919586618218,0.4301819824352678,0.6169202619530003
65,ERCC-00123,0.0,,,,
66,ERCC-00126,42.63931930370903,0.0947449670938622,0.39134008394553893,0.7838774372756934,0.8785135860007914
67,ERCC-00130,110071.30440924114,-2.2767897516822053,0.04142269095589855,0.0,0.0
68,ERCC-00131,313.5658174648069,-2.1003466399358164,0.17683260610608675,2.1016387623124315e-33,1.868123344277717e-32
69,ERCC-00134,2.5562836392079196,-0.6170473149384973,1.1165344009811895,0.051687004963714776,0.09845143802612338
70,ERCC-00136,5554.051247598204,-2.2573340275753284,0.06155716009679271,1.2920042799160901e-295,3.4453447464429075e-294
71,ERCC-00137,2.1033290754718172,0.24973778918916203,0.8131786181978613,0.3633981220098797,0.5383675881627847
72,ERCC-00138,1.6963615160674028,-0.15425507923151374,0.7987043915858837,0.5179201658933988,0.6905602211911984
73,ERCC-00142,1.0395093849186954,-0.0018914445264387638,0.816713880225978,0.9969910385936933,0.9969910385936933
74,ERCC-00143,21.99285241493803,0.2959622645934608,0.5050951254885039,0.4602994904336919,0.6460343725385149
75,ERCC-00144,50.575981555809086,-2.006704688592403,0.4458452817852222,7.664875298309309e-07,2.452760095458979e-06
76,ERCC-00145,5057.138121232554,0.2824967603001447,0.0567230127252885,6.192423973858321e-07,2.153886599602894e-06
77,ERCC-00147,3.749779890888747,-0.7465951343560598,1.1892021363638565,0.04993609553466481,0.09743628397007768
78,ERCC-00148,32.353815221791486,-0.20165783564232742,0.4306933077154676,0.579818480882859,0.7604176798463724
79,ERCC-00150,13.798841354216309,-0.08657348682223852,0.555575879350171,0.8301578206131349,0.9097619951924766
80,ERCC-00154,13.215106527984812,-0.844749290221934,0.7223176486335433,0.08428135410633861,0.15680251926760672
81,ERCC-00156,0.3458703193300077,-0.006286485904044458,0.8165293462534164,0.9650835212481819,
82,ERCC-00157,85.16761414338221,0.43523735454705764,0.2935444237414732,0.11185738622276728,0.2033607405917832
83,ERCC-00158,3.45109393427503,0.04769357387684774,0.7410688884886091,0.8685876485780246,0.9143027879768679
84,ERCC-00160,103.8798896823657,0.8192788653991466,0.2778998174168658,0.0017221246884051014,0.004052058090364945
85,ERCC-00162,124.17066143031717,0.26078315103033434,0.24859193163990134,0.2713553027644242,0.43416848442307876
86,ERCC-00163,63.14920494582665,0.6408602663042715,0.36898473373717156,0.049914039115746815,0.09743628397007768
87,ERCC-00164,2.6365752096376927,-0.05259484233891322,0.7448486362337043,0.8606775665645228,0.9143027879768679
88,ERCC-00165,381.86350266237025,0.872607857733418,0.15202300217038,4.9796813761418e-09,1.99187255045672e-08
89,ERCC-00168,2.3996886153763377,0.2442547656146197,0.8053275858826132,0.4318441833671002,0.6169202619530003
90,ERCC-00170,81.78571583051419,-2.570283529614088,0.39225489988059137,2.7671722025075502e-12,1.3021986835329649e-11
91,ERCC-00171,8237.279985894364,-0.28416294839202666,0.05486815019104224,2.0922125154495157e-07,7.608045510725511e-07
